cpv_code;cpv_description;total_tenders
35123300-5;System kontroli czasu;6
35125200-8;System kontroli czasu lub rejestrator czasu pracy;6
35262000-8;Urządzenia sterujące sygnalizacyjne do skrzyżowań;6
35811200-4;Mundury policyjne;6
35820000-8;Sprzęt pomocniczy;6
35821000-5;Flagi;6
37312000-8;Instrumenty blaszane;6
37314000-2;Instrumenty dęte;6
37412242-7;Skafandry nurkowe;6
37452600-7;Squash;6
37535280-3;Trybuny do placów zabaw;6
37810000-9;Wyroby rękodzielnicze;6
38412000-6;Termometry;6
38423100-7;Ciśnieniomierze;6
38434400-0;Analizatory drgań;6
38527200-7;Dozymetry;6
38546000-4;System wykrywania materiałów wybuchowych;6
38624000-5;Pomoce optyczne;6
38635000-5;Teleskopy;6
38651500-8;Kamery filmowe;6
38920000-0;Sprzęt do nasion i pasz;6
38932000-7;Mierniki wilgotności;6
39156000-0;Meble recepcyjne;6
39224340-3;Kosze;6
39296000-3;Wyroby pogrzebowe;6
39514100-9;Ręczniki;6
39522540-4;Śpiwory;6
39561132-6;Odznaki z tworzyw włókienniczych;6
39711361-7;Kuchenki elektryczne;6
39713200-5;Maszyny piorące i suszarki do ubrań;6
42113161-0;Osuszacze;6
42122500-5;Pompy laboratoryjne i akcesoria;6
42131160-5;Hydranty;6
42210000-1;Maszyny do przetwarzania żywności, napojów i tytoniu;6
42420000-6;Łopatki, szufle, łyżki i chwytaki do dźwigów lub koparek;6
42611000-2;Obrabiarki specjalnego zastosowania;6
42636000-3;Prasy;6
42650000-7;Pneumatyczne lub silnikowe narzędzia ręczne;6
42662100-5;Elektryczny sprzęt spawalniczy;6
42912100-3;Maszyny i aparatura do filtrowania cieczy;6
42942200-3;Piece próżniowe;6
42955000-5;Części maszyn filtrujących;6
42994200-2;Maszyny do przerobu tworzyw sztucznych;6
43135000-8;Urządzenia podwodne;6
43210000-8;Maszyny do usuwania gleby;6
43412000-4;Mieszalniki;6
44112310-4;Ścianki działowe;6
44212250-6;Maszty;6
44212300-2;Konstrukcje i ich części;6
44232000-5;Drewniane konstrukcje dachowe;6
44482100-3;Węże gaśnicze;6
44912000-6;Różne kamienie budowlane;6
44921200-4;Wapno;6
45112320-4;Rekultywacja;6
45212170-8;Roboty budowlane w zakresie budynków rozrywkowych;6
45212171-5;Roboty budowlane w zakresie centrów rozrywki;6
45214700-7;Roboty budowlane w zakresie budowy pobytowych obiektów budowlanych;6
45217000-1;Roboty budowlane w zakresie obiektów nadmuchiwanych;6
45221122-3;Roboty budowlane w zakresie wiaduktów kolejowych;6
45234000-6;Roboty budowlane w zakresie budowy kolei i systemów transportu;6
45234116-2;Budowa torów;6
45235111-4;Roboty budowlane w zakresie nawierzchni lotnisk;6
45236100-1;Wyrównywanie terenu obiektów sportowych;6
45242210-0;Roboty budowlane w zakresie przystani jachtowych;6
45245000-6;Roboty w zakresie pogłębiania i pompowania dla instalacji do uzdatniania wody;6
45252210-3;Roboty budowlane w zakresie zakładów oczyszczania wody;6
45261213-0;Kładzenie dachów metalowych;6
45262310-7;Zbrojenie;6
45262620-3;Ściany nośne;6
45331221-1;Instalowanie urządzeń klimatyzacji częściowej powietrza;6
45350000-5;Instalacje mechaniczne;6
45421148-3;Instalowanie bram;6
45421152-4;Instalowanie ścianek działowych;6
45451000-3;Dekorowanie;6
48160000-7;Pakiety oprogramowania bibliotecznego;6
48462000-4;Matematyczne lub prognozujące pakiety oprogramowania;6
48624000-8;Pakiety oprogramowania dla systemów operacyjnych komputerów osobistych (PC;6
48770000-6;Pakiety oprogramowania użytkowego ogólnego, kompresującego i do drukowania;6
48813200-2;System informacji pasażerskiej czasu rzeczywistego;6
48931000-3;Pakiety oprogramowania szkoleniowego;6
50114000-7;Usługi w zakresie napraw i konserwacji ciężarówek;6
50200000-7;Usługi w zakresie napraw i konserwacji statków powietrznych, kolei, sprzętu drogowego i morskiego;6
50222000-7;Usługi w zakresie napraw i konserwacji taboru kolejowego;6
50320000-4;Usługi w zakresie napraw i konserwacji komputerów osobistych;6
50323200-7;Naprawa komputerowych urządzeń peryferyjnych;6
50422000-9;Usługi w zakresie napraw i konserwacji sprzętu chirurgicznego;6
50512000-7;Usługi w zakresie napraw i konserwacji zaworów;6
50660000-9;Usługi w zakresie napraw i konserwacji wojskowych systemów elektronicznych;6
51120000-9;Usługi instalowania urządzeń mechanicznych;6
51240000-6;Usługi instalowania urządzeń nawigacyjnych;6
51500000-7;Usługi instalowania maszyn i urządzeń;6
60600000-4;Usługi transportu wodnego;6
63726400-8;Usługi czarterowania statków;6
64214100-0;Usługi w zakresie udostępnienia łączności satelitarnej;6
64216120-0;Usługi poczty elektronicznej;6
70321000-7;Usługi wynajmu gruntów;6
71331000-7;Wiertnicze usługi inżynieryjne;6
72212224-5;Usługi opracowywania oprogramowania do edycji stron WWW;6
72212700-6;Usługi opracowywania oprogramowania użytkowego;6
72225000-8;Usługi w zakresie oceny i analizy gwarancji jakości systemu;6
72246000-1;Usługi doradcze w zakresie systemów;6
72410000-7;Usługi dostawców;6
72422000-4;Usługi w zakresie rozwijania internetowych lub intranetowych aplikacji serwerowych;6
72510000-3;Usługi zarządzania wspierane komputerowo;6
75110000-0;Usługi administracji ogólnej;6
75200000-8;Ogólne usługi personelu dla władz publicznych;6
77342000-9;Przycinanie żywopłotów;6
79211120-3;Usługi rejestracji sprzedaży i nabycia;6
79311000-7;Usługi w zakresie ankiet;6
79550000-4;Usługi w zakresie komputerowego maszynopisania, przetwarzania tekstu i powiązanych z nimi komputerowych usług wydawniczych;6
79633000-0;Rozwój personelu;6
79990000-0;Różne usługi dla przedsiębiorstw;6
85121291-9;Usługi pediatryczne;6
90690000-0;Usługi usuwania graffiti;6
90715200-4;Inne usługi badania zanieczyszczenia;6
90721600-3;Usługi ochrony przed promieniowaniem;6
90919100-3;Usługi czyszczenia urządzeń biurowych;6
92210000-6;Usługi radiowe;6
92300000-4;Usługi rozrywkowe;6
92331200-2;Usługi świadczone przez parki rozrywki;6
92521000-9;Usługi świadczone przez muzea;6
98315000-4;Usługi prasowania;6
03210000-6;Zboża i ziemniaki;5
03211000-3;Zboża;5
03211100-4;Pszenica;5
03211600-9;Owies;5
03221222-8;Burak pastewny;5
09211600-7;Oleje do użytku w układach hydraulicznych i do innych celów;5
14450000-0;Sól w solance;5
14733000-8;Kobalt;5
14735000-2;Cyrkon;5
14820000-5;Szkło;5
15112110-0;Gęsi;5
15131310-1;Pasztety;5
15229000-9;Mrożone produkty rybne;5
15241000-9;Ryby w folii lub puszkowane;5
15332261-1;Masło orzechowe;5
15821150-5;Sucharki;5
15910000-0;Destylowane napoje alkoholowe;5
16820000-9;Części maszyn używanych w leśnictwie;5
18412100-1;Odzież treningowa;5
18921000-1;Walizki;5
18925200-1;Kabury;5
19212000-5;Tkaniny bawełniane;5
22210000-5;Gazety;5
22993000-7;Papier fotoczuły, termoczuły lub termograficzny i tektura;5
24413100-3;Ciekły amoniak;5
24570000-0;Żywice mocznikowe w formach podstawowych;5
24961000-8;Płyny chłodnicze;5
30130000-9;Urządzenia pocztowe;5
30199761-2;Etykiety z kodem kreskowym;5
30211500-6;Centralne jednostki przetwarzające (CPU;5
30212100-9;Mikrokomputerowe jednostki przetwarzające;5
30220000-7;Cyfrowy sprzęt kartograficzny;5
30232700-1;Centralna jednostka sterująca;5
30234300-1;Płyty kompaktowe (CD;5
30237230-0;Pamięci;5
31151000-9;Przekształtniki;5
31224400-6;Kable przyłączeniowe;5
31320000-5;Kable energetyczne;5
31521330-6;Przenośne lampy elektryczne na akumulatory;5
31523000-8;Podświetlane znaki i szyldy;5
31527270-9;Platformy oświetleniowe;5
31530000-0;Części lamp i sprzętu oświetleniowego;5
31620000-8;Dźwiękowa i wizualna aparatura sygnalizacyjna;5
31640000-4;Maszyny i aparatura jednozadaniowa;5
31711423-4;Mikrofalowy sprzęt radiowy;5
31712000-0;Mikroelektroniczne maszyny i aparatura oraz mikrosystemy;5
31712100-1;Maszyny i aparatura mikroelektroniczna;5
32222000-5;Maszyny kodujące sygnał wideo;5
32235000-9;Systemy nadzoru o obwodzie zamkniętym;5
32354110-3;Klisza rentgenowska;5
32412120-1;Sieć intranetowa;5
32430000-6;Rozległa sieć komputerowa;5
32547000-9;Centrale próżniowe;5
32583000-3;Nośniki danych i głosu;5
32584000-0;Nośniki z zapisem danych;5
33111500-6;Stomatologiczne aparaty rentgenowskie;5
33111600-7;Urządzenia radiograficzne;5
33111610-0;Jednostki rezonansu magnetycznego;5
33113000-5;Urządzenia do obrazowania rezonansu magnetycznego;5
33124200-7;Urządzenia radiodiagnostyczne;5
33141123-8;Pojemniki na skalpele;5
33141210-5;Pojemniki do cewników;5
33141324-7;Igły do dializy;5
33141610-9;Torby do gromadzenia płynów ustrojowych;5
33157110-9;Maski tlenowe;5
33169500-7;Systemy chirurgiczne do lokalizacji i śledzenia;5
33183300-9;Urządzenia do osteosyntezy;5
33184300-6;Sztuczne części serca;5
33194200-8;Urządzenia i przyrządy do transfuzji;5
33612000-3;Produkty lecznicze do leczenia zaburzeń w funkcjonowaniu przewodu pokarmowego;5
33651400-2;Środki antywirusowe do użytku ogólnoustrojowego;5
33661500-6;Neuroleptyki;5
33698300-2;Substancje peptydowe;5
33741200-8;Płyny do rąk i ciała;5
33750000-2;Produkty do pielęgnacji niemowląt;5
33940000-1;Sprzęt i artykuły do transportu i przechowywania zwłok;5
33945000-6;Komory chłodnicze do kostnic;5
33950000-4;Sprzęt i artykuły dla medycyny sądowej;5
34114120-6;Pojazdy paramedyczne;5
34134100-6;Ciężarówki z platformami płaskimi;5
34223330-8;Jednostki ruchome na przyczepach;5
34223370-0;Przyczepy z wywrotnicami;5
34224200-5;Części innych pojazdów;5
34352200-1;Opony do autobusów;5
34431000-7;Rowery niewyposażone w silniki;5
34512000-9;Statki i podobne jednostki pływające, do transportu osób lub towarów;5
34515100-1;Boje sygnalizacyjne;5
34522300-5;Małe jednostki pływające;5
34640000-5;Elementy samochodowe;5
34712200-3;Satelity;5
34741000-3;Wyposażenie statków powietrznych;5
34913200-2;Opony regenerowane;5
34922000-6;Urządzenia do znakowania dróg;5
34928430-1;Znaki nawigacyjne;5
34947100-8;Podkłady;5
34972000-1;Układy pomiarowe natężenia ruchu;5
34990000-3;Sprzęt kontrolny, bezpieczeństwa, sygnalizacyjny i oświetleniowy;5
34997000-2;Lotniskowe urządzenia kontrolne, bezpieczeństwa lub sygnalizacyjne;5
35123500-7;Systemy do identyfikacji wideo;5
35321100-1;Pistolety;5
35400000-8;Pojazdy wojskowe i ich części;5
37316000-6;Instrumenty perkusyjne;5
37320000-7;Części i akcesoria do instrumentów muzycznych;5
37426000-0;Sprzęt do ćwiczeń równowagi;5
37523000-0;Puzzle;5
37535220-5;Urządzenia do wspinania;5
37820000-2;Wyroby artystyczne;5
38100000-6;Przyrządy nawigacyjne i meteorologiczne;5
38114000-7;Echosondy;5
38330000-7;Ręczne przyrządy do mierzenia długości;5
38425700-7;Przyrządy do pomiaru napięcia powierzchniowego;5
38431100-6;Aparatura do wykrywania gazów;5
38434200-8;Urządzenia do pomiaru natężenia dźwięku;5
38514200-3;Mikroskopy z sondą skanującą;5
38515000-8;Mikroskopy fluorescencyjne i polaryzacyjne;5
38519300-9;Przystawki fotograficzne lub wideo do mikroskopów;5
38547000-1;System dozymetryczny;5
38580000-4;Pozamedyczne urządzenia wykorzystujące promieniowanie;5
38820000-9;Urządzenia zdalnie sterowane;5
38940000-6;Przyrządy do oceny zagrożenia jądrowego;5
39131000-9;Regały biurowe;5
39221100-8;Zastawa kuchenna;5
39221121-1;Filiżanki;5
39224210-3;Pędzle malarskie;5
39313000-9;Wyposażenie hotelowe;5
39512400-8;Pierzyny;5
39525700-5;Pasy ratunkowe;5
39530000-6;Dywany, maty i dywaniki;5
39711121-3;Zamrażarki szafowe;5
39720000-5;Sprzęt gospodarstwa domowego inny niż elektryczny;5
39811100-1;Odświeżacze powietrza;5
39831500-1;Samochodowe środki czyszczące;5
42141410-6;Wciągarki;5
42320000-5;Piece do spalania odpadów;5
42416000-5;Wyciągi pionowe i pochyłe, wyciągi, schody ruchome i chodniki ruchome;5
42417300-5;Urządzenia przenośnikowe;5
42511100-2;Wymienniki ciepła;5
42531000-7;Części sprzętu chłodniczego;5
42664100-9;Urządzenia do zgrzewania tworzyw sztucznych;5
42700000-3;Maszyny do produkcji wyrobów włókienniczych, odzieży i skóry;5
42715000-1;Maszyny do szycia;5
42716200-0;Suszarki;5
42912320-1;Aparatura odpowietrzająca;5
42921200-0;Maszyny do napełniania lub zamykania butelek, puszek lub innych pojemników;5
42924300-2;Urządzenia natryskowe;5
42924740-8;Wysokociśnieniowa aparatura czyszcząca;5
42965100-9;System zarządzania magazynami;5
42993000-3;Maszyny przemysłu chemicznego;5
42997100-2;Maszyny do badania wewnętrznej powierzchni rurociągów;5
42999100-6;Odkurzacze inne niż używane w gospodarstwie domowym;5
43220000-1;Równiarki i niwelatory;5
43329000-5;Zestawy sprzętu;5
43600000-9;Części maszyn górniczych, kopalniczych oraz budowlanych;5
44111520-2;Tworzywa izolacyjne;5
44112210-3;Płyty podłogowe;5
44113310-1;Powlekane tworzywa drogowe;5
44115700-6;Rolety zewnętrzne;5
44162500-8;Rurociągi wody pitnej;5
44211500-7;Szklarnie;5
44212329-1;Ekrany ochronne;5
44221230-6;Drzwi przesuwane;5
44313200-9;Siatka druciana;5
44334000-0;Profile;5
44423790-5;Stopnie włazów z żelaza;5
44511100-6;Szpadle i szufle;5
44522200-7;Klucze;5
44611400-0;Cysterny do przechowywania;5
44613500-5;Pojemniki na wodę;5
44614000-7;Beczki;5
44616000-1;Bębny;5
44621110-3;Grzejniki centralnego ogrzewania;5
44831000-4;Mastyksy, wypełniacze, uszczelniacze;5
45212150-2;Roboty budowlane w zakresie kin;5
45212354-2;Roboty budowlane w zakresie zamków;5
45212500-1;Przeróbki kuchni lub restauracji;5
45213316-1;Roboty instalacyjne związane z przejściami;5
45223720-9;Roboty budowlane w zakresie stacji benzynowych/tankowania gazu;5
45232142-9;Roboty budowlane w zakresie stacji przesyłu ciepła;5
45233160-8;Ścieżki i inne nawierzchnie metalizowane;5
45252124-3;Przepompowywanie;5
45255600-5;Roboty w zakresie kładzenia rur w kanalizacji;5
45261211-6;Kładzenie płytek dachowych;5
45262410-8;Wznoszenie konstrukcji budynków;5
45317100-3;Instalowanie elektrycznych urządzeń pompowych;5
45431100-8;Kładzenie terakoty;5
45441000-0;Roboty szklarskie;5
45442180-2;Powtórne malowanie;5
48321100-5;System projektowania wspomaganego komputerowo (CAD;5
48400000-2;Pakiety oprogramowania do kontroli transakcji biznesowych i osobistych;5
48421000-5;Pakiety oprogramowania do zarządzania urządzeniami;5
48443000-5;Pakiety oprogramowania do rachunkowości/księgowości;5
48481000-3;Pakiety oprogramowania dla sprzedaży lub marketingu;5
48773000-7;Pakiety oprogramowania użytkowego do drukowania;5
48814100-8;System informacji pielęgniarskiej;5
50112200-5;Usługi w zakresie konserwacji samochodów;5
50211210-2;Usługi w zakresie napraw i konserwacji silników statków powietrznych;5
50224200-3;Przywracanie do stanu użytkowego wagonów pasażerskich;5
50312200-7;Naprawa i konserwacja minikomputerów;5
50323100-6;Konserwacja komputerowych urządzeń peryferyjnych;5
50630000-0;Usługi w zakresie napraw i konserwacji pojazdów wojskowych;5
50884000-5;Usługi w zakresie napraw i konserwacji sprzętu kempingowego;5
51134000-0;Usługi instalowania sprężarek;5
51300000-5;Usługi instalowania urządzeń komunikacyjnych;5
51411000-6;Usługi instalowania sprzętu obrazującego;5
60161000-4;Usługi w zakresie transportu paczek;5
63513000-8;Usługi informacji turystycznej;5
64212500-0;Usługi pakietowego przesyłania danych drogą radiową (GPRS;5
64227000-3;Zintegrowane usługi telekomunikacyjne;5
65400000-7;Przesył i stacje innych źródeł energii;5
66170000-2;Usługi w zakresie doradztwa finansowego, przetwarzania transakcji finansowych i usługi izb rozrachunkowych;5
66512200-4;Usługi ubezpieczenia zdrowotnego;5
66514140-9;Usługi ubezpieczenia statków powietrznych;5
66516300-3;Usługi ubezpieczenia jednostek pływających od odpowiedzialności cywilnej;5
70130000-1;Wynajem nieruchomości stanowiących własność;5
71243000-3;Projekty planów (systemy i integracja;5
71351200-5;Geologiczne i geofizyczne usługi doradcze;5
71351810-4;Usługi topograficzne;5
71354200-6;Usługi sporządzania map lotniczych;5
71631400-4;Usługi nadzoru technicznego konstrukcji inżynieryjnych;5
72212732-9;Usługi opracowywania oprogramowania do zabezpieczania danych;5
72222300-0;Usługi w zakresie technologii informacji;5
72224100-2;Usługi w zakresie planowania wdrażania systemu;5
72227000-2;Usługi doradcze w zakresie integracji oprogramowania;5
72254100-1;Usługi w zakresie testowania systemu;5
72266000-7;Usługi doradcze w zakresie oprogramowania;5
79121100-9;Usługi doradztwa w zakresie praw autorskich do oprogramowania;5
79132000-8;Usługi uwierzytelniania;5
79212300-6;Usługi audytu ustawowego;5
79311400-1;Usługi badań ekonomicznych;5
79511000-9;Usługi operatorów telefonicznych;5
79622000-0;Usługi w zakresie pozyskiwania pracowników świadczących pomoc domową;5
79940000-5;Usługi agencji ściągających należności;5
79993000-1;Usługi zarządzania obiektami budowlanymi i urządzeniami;5
79996000-2;Usługi w zakresie organizowania działalności gospodarczej;5
79999000-3;Usługi skanowania i fakturowania;5
80200000-6;Usługi szkolnictwa średniego;5
80211000-6;Usługi edukacji technicznej na poziomie szkoły średniej;5
80620000-6;Szkolenie i symulacja w zakresie broni palnej i amunicji;5
85142300-9;Usługi w zakresie higieny;5
85322000-2;Program działań na rzecz gmin;5
90714000-5;Audyt środowiskowy;5
90742000-0;Usługi związane z nadmiernym hałasem;5
90742300-3;Usługi monitoringu nadmiernego hałasu;5
98330000-5;Usługi zapewnienia komfortu fizycznego;5
98361000-1;Usługi związane z wodami morskimi;5
98394000-1;Usługi tapicerskie;5
03211300-6;Ryż;4
03212200-2;Warzywa strączkowe suszone, łuskane;4
03221260-6;Grzyby;4
03221400-0;Warzywa kapustne;4
03222110-7;Owoce tropikalne;4
03222220-1;Pomarańcze;4
09112000-7;Węgiel brunatny i torf;4
14523200-5;Złoto;4
14600000-7;Rudy i stopy metali;4
14621000-0;Żelazostopy;4
14712000-5;Ołów;4
15112120-3;Indyki;4
15331420-7;Pomidory konserwowane;4
15613100-9;Produkty przemiału owsa;4
15820000-2;"Sucharki i herbatniki; wyroby piekarskie i ciastkarskie o przedłużonej trwałości";4
15872000-1;Zioła i przyprawy korzenne;4
15990000-4;Tytoń, wyroby tytoniowe i artykuły;4
18212000-8;Płaszcze;4
18222200-3;Komplety odzieżowe;4
18317000-4;Skarpety;4
18443320-5;Czapki;4
18444200-5;Kaski;4
18812300-7;Obuwie lekkie z cholewkami z gumy lub z tworzyw sztucznych;4
18815000-5;Buty;4
18937100-7;Torby do pakowania towarów;4
